,Negative,Neutral,Positive
"L‘università non è affatto male, davanti al grande complesso bianco ricoperto da vetrate ci sono ampi giardini ben curati sormontati da lampioni e affollati di studenti che studiano o parlano tra di loro, sembrano tutti così tanto a loro agio, con sé stessi e con gli altri.",0.00013091876462567598,0.0026236819103360176,0.9972454309463501
"Sono un po‘ invidiosa di come riescono a interagire con tanta disinvoltura tra loro, io invece non riuscirò mai più ad essere così.",0.0007648311438970268,0.0013860639883205295,0.9978491067886353
"Ritirate le chiavi della stanza, ci dirigiamo verso il dormitorio con tutte le mie cose.",0.004171229433268309,0.7950229644775391,0.20080582797527313
La mia camera si trova al secondo piano e per raggiungerla ci sono due rampe di scale troppo stette da riuscire a passare con facilità con tutte le valigie.,0.022197391837835312,0.9640668630599976,0.013735697604715824
"Arriviamo finalmente davanti la mia stanza, la numero 103, e spero con tutta me stessa di essere capitata con una compagna simile a me, che ama il silenzio e predilige i libri alle feste, lo spero davvero.",9.827817120822147e-05,0.004187644924968481,0.9957140684127808
"Apro la porta e sono sollevata nel vedere che la stanza è vuota, ci sono libri e vestiti sparsi ovunque ma della mia compagna non c‘è traccia.",0.24573318660259247,0.5634899139404297,0.19077694416046143
"Meglio, potrò conoscerla da sola senza sentire i commenti di mio padre e Brianne qualora fosse una ragazza fuori dalle loro aspettative.",0.000698000134434551,0.020056145265698433,0.9792459011077881
"La stanza è come me l‘avevo immaginata vedendo le foto del dormitorio, il mio letto si trovava a sinistra della porta d‘ingresso mentre l‘altro a destra, in fondo la stanza sotto un‘ampia finestra si trova una grande scrivania con due sedie e a sinistra c‘è la porta del piccolo ma curato bagno.",0.001152962213382125,0.1794150173664093,0.8194320797920227
"Gli armadi affiancano la scrivania e tutto il pavimento è rivestito in parquet, sembra un alloggio fin troppo bello per trovarsi in un dormitorio.",0.0011284388601779938,0.007399516645818949,0.991472065448761
"In un‘ora finisco di sistemare le mie cose, non sono un‘amante dell‘esagerazione nei vestiti, infatti disfare le valigie è stato un compito davvero veloce.",0.000491397047881037,0.00563384173437953,0.993874728679657
Mi volto verso mio padre pronta ad affrontare quello che sta per succedere:,0.0003297988441772759,0.9128193259239197,0.08685086667537689
il momento dei saluti.,0.00042515015229582787,0.8885028958320618,0.11107199639081955
<<Mi mancherai>> mi sorride ma vedo nei suoi occhi anche un velo di preoccupazione.,0.011857680045068264,0.6915168762207031,0.2966254651546478
"<<Grazie per avermi accompagnata e aiutata a sistemare le cose>> dico guardandolo negli occhi, ma non riesco a dire quelle parole che tanto vorrebbe sentire da me.",0.0006223516538739204,0.003682872746139765,0.9956947565078735
"Non ho più pronunciato un ""ti voglio bene"" da troppo tempo ormai ed entrambi ne conosciamo la causa, per questo cerchiamo il più possibile di evitare l‘argomento.",0.003723854199051857,0.6536605954170227,0.34261554479599
"<<Chiamami per qualsiasi cosa, stai attenta e non fare stupidaggini...>> lascia la frase in sospeso e so dove vuole arrivare, ma mentre sto per rispondere la porta della stanza si apre.",0.31932955980300903,0.6156227588653564,0.06504771113395691
"Rimango sbalordita dalla bellezza della ragazza che mi ritrovo di fronte, alta, capelli biondo platino raccolti in uno chignon e gli occhi azzurri che emanano tanta dolcezza e solarità.",0.00010303561430191621,0.0018022754229605198,0.9980947375297546
"Indossa un vestito nero che mette in risalto ancor di più il suo sguardo e le sue forme pronunciate al punto giusto, di fronte a lei non posso fare a meno di sentirmi piccolissima.",0.029194187372922897,0.2616153061389923,0.7091904878616333
Ci guarda soffermandosi su di me e sfodera il sorriso più contagioso che abbia mai visto.,0.0001029724589898251,0.0033354265615344048,0.996561586856842
"<<Ciao io sono Becka la tua compagna di stanza, come avrai già notato sono super disordinata ma ti giuro che mi impegnerò per migliorare>> dice mentre appoggia i libri sopra il letto.",0.0038734409026801586,0.44843369722366333,0.5476928949356079
"Cerco di sorridere come lei ha fatto con me, quello che probabilmente ne esce fuori è una timida alzata di labbra.",0.0003160397463943809,0.004115166142582893,0.9955688118934631
"<<Ciao sono Alyssa, loro sono mio padre e la sua compagna Brianne>> dico indicandoli <<la camera è perfetta.>>",9.817093086894602e-05,0.013076712377369404,0.986825168132782
Mio padre si sofferma fin troppo a guardare la ragazza quasi a voler leggere le sue intenzioni e quando si accorge che lo sto fissando decide di dare un taglio a questa ridicola scenetta.,0.9948981404304504,0.004853890743106604,0.0002479752292856574
"<<Noi ora dobbiamo proprio andare, piacere di averti conosciuta Becka>>mi guarda negli occhi prima di abbracciarmi <<fai la brava>> dice in un sussurro.",0.000178366361069493,0.06548967212438583,0.9343319535255432
"Chiudo la porta alle loro spalle tirando un sospiro, non ci sono stati momenti troppo imbarazzanti dopotutto.",0.06918823719024658,0.4328469932079315,0.4979648292064667
"Becka è impegnata a rimettere a posto le sue cose e io ne approfitto per rilassarmi un po‘, mi soffermo a guardarla e noto che lei è l‘esatto opposto di me.",0.0055396053940057755,0.4590946435928345,0.5353657007217407
"Io sono piccolina e minuta, lei alta con un fisico mozzafiato, io ho gli occhi scuri e insignificanti, lei invece chiari come il mare, io ho i capelli mossi color rame la maggior parte delle volte spettinati mentre lei una chioma ordinata, liscia e bionda, le lentiggini che puntellano il mio viso sono l‘opposto della sua pelle uniforme e liscia.",0.0011455491185188293,0.012186453677713871,0.9866679906845093
"Si gira verso di me e abbasso subito lo sguardo, ma il tentativo di nascondere che la stavo fissando è andato miseramente fallito.",0.9861260056495667,0.013115602545440197,0.0007584031554870307
<<Allora?>> mi domanda <<conosci qualcuno del posto o sei venuta da sola?>> chiede per rompere il ghiaccio.,0.001446004374884069,0.9966114163398743,0.0019426021026447415
"<<Sono sola ma ho visto che ci sono un sacco di iscritti quest‘anno, spero non si conoscano già tutti tra di loro.>>",0.000779370020609349,0.941895067691803,0.0573255680501461
Decido di alzarmi per aiutarla a mettere apposto la scrivania e sistemare i libri.,0.002006697468459606,0.9953441023826599,0.00264925230294466
<<Quindi sono la tua prima amica ufficiale del campus?>> comincia a battere le mani divertita.,0.0008767331601120532,0.923915445804596,0.07520781457424164
La sua espressione piena di gioia e il suo atteggiamento mi strappano una risata.,0.00010705871682148427,0.0026818399783223867,0.9972111582756042
<<Davvero?,0.000983836711384356,0.9840465188026428,0.014969633892178535
Grandioso!,0.0001680813147686422,0.0017772000283002853,0.9980547428131104
"Io sono qui già da un anno ho molti amici..>> lascia la frase in sospeso per farmi l‘occhiolino e sorridere ancora di più prima di proseguire <<e anche amiche, se ti fa piacere potrei farteli conoscere per evitare i primi giorni di imbarazzo che non sono per niente piacevoli, fidati ne so qualcosa.>>",0.0003284434787929058,0.014802321791648865,0.9848692417144775
Come poteva una ragazza come lei sapere qualcosa dell‘essere imbarazzati?,0.026523035019636154,0.9725234508514404,0.0009535630233585835
Sembra essere così sicura di sé e per niente al disagio nel conoscere nuova gente.,0.0036655911244452,0.008024388924241066,0.9883099794387817
"La guardo dritta negli occhi per ringrazia, per ringraziarla di essere così..",0.0001642834977246821,0.007740150671452284,0.9920956492424011
"con me.<<Sei molto gentile ma non c‘è bisogno, sarai super occupata tra lo studio, gli amici e i tuoi impegni davvero non voglio disturbarti.",0.00021977997676003724,0.0022249319590628147,0.9975553154945374
>>,0.0005547418841160834,0.9541476964950562,0.04529755190014839
Becka sta per rispondere quando il suo telefono inizia a suonare e corre a prenderlo.,0.0010444475337862968,0.9871293902397156,0.01182609237730503
"Questo suo modo di fare mi mette di buon umore, e per la prima volta penso davvero che dopotutto la scelta di cambiare città non è stata sbagliata.",0.00023573124781250954,0.001936866668984294,0.9978273510932922
<<Aaron dimmi>> guarda il suo orologio.,0.00025199822266586125,0.9983832836151123,0.0013647035229951143
"<<Mmm meglio dopo cena sai è appena arrivata la mia nuova compagna di stanza vogliamo fare cena in tranquillità però dopo cena va bene>> si gira verso di me e mi guarda con lo sguardo più furbo che abbia mai visto <<perfetto, e Aaron?",0.00018040218856185675,0.028422443196177483,0.9713971614837646
Tieni in macchina un posto in più per la mia compagna>> e riattacca.,0.004385235719382763,0.9631014466285706,0.03251338750123978
È sorprendente come riesce a essere così dolce ma autoritaria allo stesso tempo.,0.00016804983897600323,0.001264324993826449,0.9985675811767578
"La guardo perplessa, di solito la gente si tiene a distanza, nessuno da mesi si è più interessato a me.",0.4755343496799469,0.5213080048561096,0.0031576799228787422
"Nonostante le incertezze decido che questo momento sarà il mio nuovo inizio, e lo decido perché sono stanca di aspettare certezze per buttarmi, decido proprio qui, proprio questa sera che forse è il momento giusto per ricominciare, e sento che è la cosa più giusta da fare per me stessa.",0.0001548254513181746,0.002256793202832341,0.9975883960723877
L‘energia e la sicurezza di questa ragazza fa sentire sicura e forte anche me.,0.00012166942906333134,0.002676977775990963,0.9972013235092163
"<<Sì>> rispondo <<ci sto.>>------- Ciao a tutti, questa è il primo capitolo della mia prima storia qui su wattpad, cosa ne pensate?",0.00029150437330827117,0.9004852175712585,0.09922317415475845
Spero che continuiate a leggerla e spero che grazie ai voti e commenti mi fate sapere come vi sembra.,0.00016637811495456845,0.005950124002993107,0.993883490562439
Vi abbraccioSono ormai le nove quando il telefono di Becka inizia a squillare.,0.0006227951962500811,0.9325421452522278,0.0668351799249649
"Per cena abbiamo ordinato pizza e coca cola e abbiamo parlato dei suoi amici, delle sue storie passate e di quelle che aveva sempre sognato mentre io mi sono sentita totalmente inesperta di fronte alcuni discorsi.",0.003033016575500369,0.7318690419197083,0.2650979459285736
"Finita cena si è andata a fare una doccia, per poi passare al trucco, ai capelli e ai vestiti.",0.0015757691580802202,0.9763793349266052,0.022044947370886803
"Ha scelto dei jeans neri strappati a vita alta, un top stile bralette in pizzo nero, un rossetto rosso e una coda alta.",0.05227067321538925,0.9453404545783997,0.0023888207506388426
"Io al contrario ho impiegato la metà del tempo per prepararmi, del mascara e un po‘ di schiuma per dare volume ai capelli mossi.",0.23872333765029907,0.7133100628852844,0.04796653613448143
"Non mi sono lasciata convincere dal suo sorriso per la scelta dei vestiti e così ho optato per dei jeans chiari con una camicia rosa anche se a sua detta è ""un vero e proprio peccato non far mostrare neanche un po‘ uno spettacolo del genere.""",0.9159501791000366,0.038420967757701874,0.04562891274690628
Prima di scendere Becka si controlla allo specchio e spruzza per la terza volta il profumo.,0.0018351298058405519,0.9730314016342163,0.025133483111858368
"Sono agitata all‘idea di conoscere nuove persone, ho timore di essere giudicata, anche se qui nessuno conosce il mio passato e scaccio questo pensiero che inizia a farmi paura.",0.9670384526252747,0.03168456628918648,0.001276971073821187
"Andremo in un pub per stare un po‘ in compagnia e giocare a biliardo ma per me questo è molto di più, per me è l‘opportunità di stringere finalmente amicizie e conoscere nuove persone, è l‘opportunità per riprendere in mano la mia vita.",0.0001488872367190197,0.006553541868925095,0.9932976365089417
Sembro una bambina al suo primo giorno di scuola e me ne vergogno.,0.9934263229370117,0.006068848539143801,0.0005049046012572944
<<Ehy tutto bene?>> mi domanda Becka.,0.0001964189432328567,0.9688408970832825,0.030962714925408363
"<<Sì, scusa stavo pensando se mio padre fosse arrivato a casa.>> Fingo, ma evidentemente lo ha capito perché come diceva sempre mia mamma, sono una pessima bugiarda.",0.9936009049415588,0.006277561653405428,0.00012151232658652589
<<Tesoro non ti scusare.,0.00695144385099411,0.9660176038742065,0.02703098952770233
Anche se hai dei vestiti di almeno una taglia più grande stai molto bene e quando vorrai tornare a casa basta che me lo dici>> afferma per spezzare la tensione e gliene sono grata.,0.00020922190742567182,0.0013027215609326959,0.9984880685806274
"Piego la testa di lato e sorrido timidamente, abbassando lo sguardo.<<Grazie Becka>",0.0006756205693818629,0.13399462401866913,0.8653297424316406
>,0.0005417884094640613,0.9539733529090881,0.04548487812280655
"Quando usciamo dal dormitorio la prima persona che incontriamo è Aaron, moro e non troppo alto ma carino, che sta fumando una sigaretta con un altro ragazzo.",0.0006609966512769461,0.995104193687439,0.004234856925904751
"Appena ci vede viene ad abbracciare la mia compagna e fa lo stesso con me, rimango spiazzata da questo gesto così scontato per tanti, ma non per me.",0.9816362857818604,0.01575431227684021,0.0026094464119523764
<<Ehy bellezze volete un passaggio?>> domanda scherzoso.,0.001151080708950758,0.9978456497192383,0.0010032342979684472
Becka stringe anche l‘altro ragazzo e poi ci presenta.,0.00030874519143253565,0.9821072220802307,0.017584046348929405
"<<Alyssa lui è Aaron e lui è Derek, sono super sexy ma altrettanto super stupidi>> li guarda e fa una smorfia.",0.5087721943855286,0.4245035946369171,0.0667242631316185
<<,0.0004624588182196021,0.988676905632019,0.010860598646104336
In realtà io sono il super sexy e lui il super stupido>> ribatte Aaron e scoppiamo tutti a ridere.,0.0421762578189373,0.06790727376937866,0.8899164795875549
Dopo circa dieci minuti di tragitto la macchina rallenta per poi parcheggiarsi.,0.9026052951812744,0.09697180986404419,0.00042282918002456427
<<Siamo arrivati!>> afferma la mia compagna mentre cerca qualcosa in borsa.,0.00184813910163939,0.9868268966674805,0.01132498774677515
Quando scendiamo dall‘abitacolo e mi viene una fitta al cuore.,0.005480196792632341,0.1374882310628891,0.8570315837860107
"Altro che serata tranquilla, in questo pub ci saranno più di cinquanta macchine parcheggiate!",0.157002791762352,0.7513728737831116,0.09162428975105286
"Entriamo all‘interno e tutti fissano Becka, come biasimarli, l‘ho fatto anch‘io questo pomeriggio.",0.0004998710937798023,0.9553646445274353,0.044135499745607376
"Sono sollevata nel vedere che nessuno ha notato me, nessuno sguardo accusatorio mi è stato rivolto.",0.0005478608654811978,0.146972194314003,0.8524799346923828
"Sembrano tutti conoscere la mia compagna qui dentro, che per educazione sorride a chi le parla dando sempre mezze risposte, perciò capisco che non è interessata a nessuno dei presenti.",0.041152480989694595,0.5980373024940491,0.360810250043869
"Il pub è piccolino o forse le troppe persone lo rendono così, i tavoli e le sedie sono rivestite in legno, le luci offuscate pendono dal soffitto e una parte del locale è riservata a chi gioca a freccette e a biliardo.",0.08754789084196091,0.8339285850524902,0.07852350175380707
Becka mi indica un tavolo sul fondo perciò capisco che quelli probabilmente sono i suoi amici.,0.0010790987871587276,0.9777350425720215,0.02118583582341671
"<<Ragazzi lei è Alyssa la mia nuova compagna di stanza, finalmente una compagna normale quindi vi prego non fatela scappare via>>afferma con un tono autoritario.",0.0004754448018502444,0.987014651298523,0.012509810738265514
Tutti mi sorridono tranne l‘unica ragazza seduta al tavolo con noi:,0.0006993149872869253,0.13628500699996948,0.8630156517028809
Zoe.,0.0008822887321002781,0.9974352717399597,0.00168244494125247
"Ci sono per lo più ragazzi nel suo gruppo oltre Aaron e Derek ci sono Jace, Jaxson e altri di cui non ricordo più il nome.",0.0008053771452978253,0.9799898266792297,0.01920475624501705
<<Da dove vieni fanciulla?>> mi domanda Jace avvicinandosi.<<Dall‘Alabama>> rispondo abbassando lo sguardo.,0.00036971119698137045,0.9976484179496765,0.0019818528089672327
"Sento tutti gli occhi puntati su di me e inizio ad agitarmi credendo che qualcuno possa conoscere la mia storia.<<Uh, hai fatto un bel viaggio, e come mai hai scelto il Missoury?",0.00035984188434667885,0.03703242540359497,0.9626076817512512
Avevi sentito parlare di bei ragazzi?,0.00027819909155368805,0.02454513870179653,0.9751766324043274
>> ribatte indicandosi scherzosamente.,0.008036170154809952,0.9894585609436035,0.0025052870623767376
<<Sgonfia il tuo ego Jace>> risponde Becka.,0.0006906893686391413,0.9965586066246033,0.002750679850578308
"Tutti ridono e io mi sforzo di sorridere, ovviamente stanno scherzando ma effettivamente i ragazzi seduti con noi non sono affatto male soprattutto Jace.",0.00015089423686731607,0.001490343944169581,0.9983587861061096
"Fisico da atleta, capelli biondo scuro, occhi marroni chiaro, il classico sportivo che fa impazzire le ragazze e lui sicuramente lo sa.",0.00022739956330042332,0.03645772114396095,0.963314950466156
"Dopo un po‘ mi propone di andare a fumare una sigaretta, guardo Becka che mi fa l‘occhiolino e io non so come reagire.",0.08833640068769455,0.8929242491722107,0.0187393631786108
<<Non fumo>> rispondo sincera.,0.0008308029500767589,0.9097966551780701,0.08937262743711472
"<<Ma io sì, potrai guardare me>> dice mentre infila il cappuccio della felpa con una voce che probabilmente avrebbe catturato il resto delle ragazze presenti nel pub, tutte tranne me.",0.002180152339860797,0.9909836053848267,0.006836155895143747
"Il suo timbro di voce trasformato per sembrare più maschile e profondo mi sembra imbarazzante, ma voglio farmi degli amici e questo non sarà il modo giusto di iniziare.",0.9954946041107178,0.003488587448373437,0.0010167508153244853
Becka gli lancia uno sguardo minaccioso ma prima che possa dire qualcosa l‘anticipo.,0.00708256708458066,0.9792430400848389,0.0136744175106287
"<<Possiamo andare Jace, ho bisogno di un po‘ d‘aria fresca>> sfodero il sorriso più falso della storia e mi convinco che non sarà niente.",0.09067657589912415,0.035267073661088943,0.874056339263916
Prendo la borsa e ci alziamo.,0.0006608927506022155,0.9878563284873962,0.011482777073979378
Stiamo per uscire dal pub quando contemporaneamente entrano due ragazzi e per sbaglio vado a sbattere contro il primo fino a perdere totalmente l‘equilibrio:,0.13577911257743835,0.8631635904312134,0.0010572922183200717
sto per cadere.,0.97444087266922,0.024546263739466667,0.0010128431022167206
"Già vedo la mia reputazione strappata in mille pezzi, così chiudo gli occhi per non vedere questo momento quando una mano ferma e forte mi stringe il braccio riportandomi in piedi.",0.7896926403045654,0.06598632037639618,0.14432105422019958
"Ringrazio mentalmente Jace per avermi risparmiato una tale figura in mezzo a tanta gente, riapro così gli occhi e il mio cuore perde un battito.",0.009528383612632751,0.015217813663184643,0.9752538800239563
Questo davanti a me non è Jace.,0.20706911385059357,0.7848821878433228,0.008048809133470058
Mi ritrovo davanti al ragazzo più bello che abbia mai visto e mi sta fissando con i suoi occhi verdi ma contemporaneamente scuri.,0.0007212383206933737,0.006742781028151512,0.9925359487533569
Mi perdo totalmente nel suo sguardo che mi ha appena stretto lo stomaco e mi smarrisco in lui.,0.3316771984100342,0.10902568697929382,0.5592971444129944
"Smetto di respirare non perdendo il contatto con la sua pelle che proprio dove mi sta stringendo sento andare a fuoco, un fremito parte dal basso per poi risalire fino alle guance che sento arrossate.",0.837049663066864,0.14021757245063782,0.022732671350240707
"Ci stacchiamo quasi come se avessimo preso la scossa, questo gesto è durato appena pochi secondi eppure è la prima volta che sento qualcosa muoversi dentro di me, qualcosa di sconosciuto.",0.017298834398388863,0.8752634525299072,0.10743764787912369
Abbasso lo sguardo e mi rifugio dietro i capelli per nascondere qualsiasi cosa sia appena accaduta tra noi.,0.07175053656101227,0.6032409071922302,0.3250085413455963
<<Scusa>> sussurro tremante.,0.3324587345123291,0.6662189960479736,0.001322280615568161
<<‘Sta attenta la prossima volta>> risponde in tono arrogante senza staccare gli occhi da me.,0.033678390085697174,0.9642868638038635,0.002034798264503479
Sento per la prima volta la sua voce così profonda e penetrante che mi fa tremare e sono convinta di una cosa:,0.00031157417106442153,0.017515389248728752,0.9821730256080627
devo stare alla larga da questo ragazzo che mi ricorda nel presente così tanto del passato.,0.012360799126327038,0.020593196153640747,0.9670460224151611
"Mi giro sentendo ancora il suo sguardo su di me, supero Jace ed esco fuori prima di lui che ancora non ha capito ciò che è accaduto, devo ricominciare a respirare.",0.03772764280438423,0.7572464942932129,0.20502585172653198
"Cammino più veloce possibile, le mani mi tremano e così anche le gambe, il cuore batte troppo veloce, e il cervello sembra non dare nessuna risposta.",0.831429660320282,0.1163603812456131,0.05220998823642731
Cosa è successo la dentro?,0.0018610768020153046,0.9959922432899475,0.0021467162296175957
Smetto di pensare sentendo la voce di Jace alle mie spalle.,0.010277159512043,0.8423811197280884,0.1473417580127716
<<Se la fissi ancora ti cadranno gli occhi coglione!>> sta urlando a qualcuno.,0.9071574211120605,0.09119189530611038,0.0016507089603692293
Arriva al mio fianco accendendosi la sigaretta facendo scudo con le mani.<<,0.0012198963668197393,0.9881448745727539,0.010635270737111568
"Quel ragazzo è un grande coglione>> dice mentre aspira il primo tiro, credendosi perfetto.",0.028094381093978882,0.07120762765407562,0.9006979465484619
Non capisco a cosa stia facendo riferimento ma poi collego quanto appena accaduto.,0.00208658492192626,0.9947356581687927,0.0031777501571923494
"<<È tutto ok, è stata colpa mia, non avevo visto che stava entrando e siamo andati a sbattere>> cerco di mostrarmi il più calma possibile ma in realtà voglio solo andare a casa, dormire, e ricominciare la giornata facendo finta che tutto questo non sia mai successo.",0.9844739437103271,0.014422249980270863,0.0011037613730877638
"Basterà solamente evitare d‘incrociarlo, di guardarlo e soprattutto di toccarlo.",0.003188176779076457,0.7237589955329895,0.27305281162261963
Senza neanche conoscerlo quel ragazzo mi ha appena sconvolto tutti i piani in una manciata di secondi.,0.9375195503234863,0.04545138031244278,0.017029063776135445
Sono arrivata in questa nuova città per ricominciare tutto da capo e in meno di una giornata già devo evitare di incontrare qualcuno.,0.0123317064717412,0.10456844419240952,0.8830998539924622
Talmente in sovrappensiero non mi accorgo che Becka e Aaron sono usciti fuori e me li trovo improvvisamente davanti.,0.17253777384757996,0.5309450030326843,0.2965172529220581
<<Alyssa io torno a casa che domani ho un sacco di impegni e mi accompagna Aaron ma se tu vuoi restare un altro po‘ credo che Jace ti possa riportare.>>,0.0009407450561411679,0.8677545785903931,0.13130465149879456
Mi dice facendo un occhiolino nella mia direzione.,0.0012568189995363355,0.984176516532898,0.014566714875400066
"Lui per tutta risposta mi accarezza la schiena sorridendomi, ma il suo tocco mi dà la nausea facendomi allontanare.",0.7674623727798462,0.21821855008602142,0.014319096691906452
"<<No preferisco tornare adesso, scusa Jace ma sono stanchissima oggi tra il trasloco e il viaggio ho voglia di riposarmi un po‘.",0.7724974155426025,0.20069573819637299,0.026806863024830818
Grazie lo stesso>> rispondo sincera.,0.00013409281382337213,0.007725025061517954,0.9921408891677856
"<<Va bene fanciulla, ci vediamo questi giorni>> con un movimento fulmineo si avvicina e mi da un bacio sulla guancia prima di scomparire alle mie spalle.",0.0004331422969698906,0.13633182644844055,0.8632349967956543
"Aaron comincia a ridere talmente forte che si mette una mano davanti la bocca per non farsi sentire ma il suo tentativo fallisce miseramente<<Alyssa sembra che hai appena visto un fantasma, dovresti vedere la tua faccia!>>",0.7405006885528564,0.15061572194099426,0.10888353735208511
"In realtà sto per vomitare, credo, o per piangere, o entrambe le cose.",0.9893457293510437,0.009984007105231285,0.0006702986429445446
Ho vissuto troppe cose in troppo poco tempo per una ragazza che non ne ha più fatte:,0.4161616563796997,0.5808520913124084,0.002986291190609336
"uscire finalmente con delle persone, il ragazzo del pub e Jace, mi sento sopraffatta.",0.47245335578918457,0.36302676796913147,0.16451989114284515
Ho assolutamente bisogno di sgombrare la testa dai mille pensieri e dormire un po‘.,0.29575493931770325,0.22678053379058838,0.47746455669403076
"Sì, e domani starò sicuramente meglio.",0.00016591155144851655,0.0092508215457201,0.9905833005905151
Salgo in macchina nello stesso momento in cui escono dal pub i due ragazzi incontrati poco prima in compagnia di altre ragazze che sembravano appena uscite da una rivista di moda.,0.0008123144507408142,0.9980449676513672,0.0011426463024690747
"Sto per distogliere lo sguardo quando noto che una delle due è Zoe, l‘amica di Becka, e sono ancora più convinta di una cosa: stare alla larga dal ragazzo dagli occhi magnetici.------ Ciao a tutti spero che la storia vi stia piacendo!",0.00012703430547844619,0.009129376150667667,0.9907435774803162
"Sono ancora i primi capitoli, quelli più introduttivi, ma vi prometto che andando avanti rimarrete piacevolmente sorpreseSpero che con le vostre interazioni mi fate sapere come vi sembra e io m‘impegnerò a pubblicare il più spesso possibile.",0.0007020616321824491,0.008170004934072495,0.9911279678344727
"Vi abbraccio Chiudo gli occhi e mi ritrovo in un posto che conosco bene, la musica assordante, le urla soffocate da singhiozzi, il sangue, l‘ambulanza, mio fratello Scott..",0.0002723826910369098,0.1367146521806717,0.863012969493866
"e ancora, la mamma, il papà, le sbarre, le immagini scorrono a ripetizione senza mai interrompersi.",0.005875465925782919,0.5973412394523621,0.3967832922935486
"No, non di nuovo.",0.0807633027434349,0.9120706915855408,0.007166014984250069
"Cerco di gridare ma non riesco a respirare, cerco di dimenarmi ma sono paralizzata dalla paura e così faccio l‘unica cosa che posso fare: restare a guardare.",0.9518203735351562,0.04622591286897659,0.001953726401552558
